1280	0
513	0
25091	0
41497	1
3333	1
8455	0
37640	0
6667	0
196621	0
29691	0
49605	0
5396	1
20612	0
8218	0
6939	0
20764	0
57118	0
57381	1
59689	1
9002	0
1836	0
34781	0
202032	0
2613	1
8758	0
49463	1
8763	0
1853	1
6453	0
25152	0
263152	0
25160	0
15435	0
53070	0
1103	0
30844	0
263651	0
9304	0
8283	0
16735	0
2914	0
58299	0
37989	1
62567	0
198249	0
7018	1
31122	0
20080	0
37239	0
50300	1
6762	0
52863	0
50304	1
12859	0
25220	0
7575	0
64396	0
48526	1
14061	0
198290	1
29075	1
8596	1
262317	0
37271	0
52888	0
20932	0
56730	1
28571	0
264911	0
8607	0
34288	0
24482	0
263075	0
680	0
28329	0
29608	1
286	0
3257	0
15547	0
50620	1
28917	0
31424	0
2497	0
50763	0
29636	0
29680	0
1916	0
51405	1
19151	0
202194	0
42708	0
1273	0
16347	1
57821	1
47872	1
8928	0
6881	1
34019	1
553	0
13030	0
22652	1
8426	1
12779	1
4589	0
52720	0
198385	0
59891	0
15605	1
29686	0
2857	0
29140	0
9189	0
