47872	0
1280	0
25091	0
41497	0
3333	1
8455	1
37640	0
6667	0
29680	1
58299	1
42708	0
25220	1
8218	0
6939	0
20764	0
286	1
57381	1
48166	1
35369	1
9002	0
1836	1
2857	1
34781	1
202032	0
513	0
6453	0
49463	0
12859	0
1853	0
2613	0
25152	0
263152	0
25160	0
50763	0
53070	0
1103	0
22652	1
9304	1
8283	1
16735	0
2914	0
8763	1
37989	1
62567	1
198249	1
7018	1
31122	0
20080	0
37239	0
196621	1
553	1
50300	1
6762	0
52863	0
50304	1
6720	0
20612	1
37271	0
64396	0
48526	0
14061	0
198290	0
29075	0
8596	0
7575	0
29636	0
56730	0
28571	0
264911	0
8607	0
34288	1
24482	0
263075	0
29608	1
28329	0
262317	0
30844	0
57118	1
3257	1
15547	0
50620	0
28917	0
2497	1
15435	0
20932	0
49605	0
680	1
51405	0
19151	0
202194	0
29140	1
16347	0
57821	1
8928	0
6881	1
34019	0
9189	1
13030	1
1916	0
8426	0
12779	0
4589	1
262757	0
52720	0
198385	0
59891	1
15605	0
29686	1
59689	0
1273	0
263674	0
29691	1
